782,369
783,373
784,470
785,510
786,290
787,381
788,599
789,53
790,315
791,337
792,336
793,119
794,418
795,22
796,321
797,136
798,190
799,170
800,614
801,153
802,281
803,339
804,238
805,187
806,49
807,107
808,166
809,96
810,317
811,295
812,150
813,369
814,222
815,35
816,158
817,211
818,601
819,197
820,167
821,18
822,91
823,393
824,52
825,376
826,221
827,613
828,217
829,650
830,307
831,558
832,318
833,233
834,236
835,642
836,624
837,177
838,258
839,73
840,482
841,49
842,281
843,653
844,540
845,638
846,351
847,95
848,329
849,236
850,449
851,478
852,379
853,551
854,155
855,613
856,562
857,309
858,553
859,271
860,265
861,646
862,186
863,341
864,422
865,600
866,411
867,214
868,534
869,544
870,341
871,520
872,150
873,169
874,186
875,384
876,605
877,347
878,181
879,11
880,25
881,603
882,52
883,645
884,374
885,399
886,8
887,76
888,457
889,624
890,590
891,2
892,344
893,577
894,278
895,498
896,550
897,147
898,99
899,28
900,242
901,117
902,488
903,225
904,253
905,693
906,182
907,586
908,155
909,635
910,139
911,77
912,498
913,173
914,381
915,416
916,682
917,153
918,341
919,284
920,92
921,296
922,73
923,92
924,124
925,140
926,76
927,134
928,100
929,163
930,342
931,265
932,298
933,237
934,33
935,394
936,285
937,12
938,374
939,267
940,346
941,407
942,167
943,444
944,447
945,136
946,21
947,583
948,468
949,399
950,359
951,232
952,331
953,16
954,132
955,78
956,300
957,66
958,485
959,60
960,531
961,36
962,569
963,595
964,583
965,560
966,12
967,381
968,411
969,222
970,164
971,583
972,425
973,443
974,508
975,471
976,591
977,592
978,609
979,338
980,134
981,628
982,460
983,564
984,691
985,554
986,255
987,51
988,629
989,583
990,185
991,191
992,477
993,435
994,428
995,613
996,544
997,557
998,507
999,636
1000,132
