17,3/13/2021,1839.4,3,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,100
18,4/1/2021,422.55,9,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,36
19,2/15/2021,1014.36,8,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,98
20,4/28/2021,1390.61,2,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,22
21,5/17/2021,987.07,8,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,74
22,1/3/2021,43.6,10,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,40
23,3/24/2021,1231.02,5,cras mi pede malesuada in imperdiet et commodo vulputate justo,16
24,8/31/2021,835.17,1,consequat morbi a ipsum integer a nibh in quis justo maecenas,23
25,1/16/2021,419.62,10,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,38
26,6/4/2021,367.11,8,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,36
27,7/7/2021,146.88,9,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,52
28,10/20/2021,444.16,5,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,79
29,7/12/2021,1697.98,6,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,97
30,2/11/2021,1042.19,4,non mi integer ac neque duis bibendum morbi non quam nec,92
31,9/26/2021,1383.55,9,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,98
32,9/7/2021,1440.54,8,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,60
33,9/13/2021,1259.66,5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,70
34,1/25/2021,361.73,7,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,56
35,7/2/2021,717.91,6,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,73
36,4/4/2021,1519.44,2,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,49
37,5/9/2021,1193.93,4,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,73
38,7/24/2021,1533.92,2,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,25
39,8/2/2021,540.2,4,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,60
40,9/12/2021,69.77,5,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,29
41,9/20/2021,397.26,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,22
42,1/17/2021,1956.94,5,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,40
43,1/26/2021,258.63,8,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,100
44,5/11/2021,1909.63,3,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,34
45,5/15/2021,918.65,8,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,74
46,9/7/2021,1255.99,9,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,31
47,9/3/2021,1181.7,2,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,83
48,4/10/2021,1584.14,2,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,20
49,6/21/2021,1393.75,4,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,65
50,9/4/2021,685.6,8,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,100
51,5/30/2021,901.74,7,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,48
52,2/15/2021,608.16,10,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,42
53,6/12/2021,1242.02,8,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,72
54,7/21/2021,1099.36,8,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,37
55,9/8/2021,1010.8,9,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,52
56,8/3/2021,430.38,5,elementum nullam varius nulla facilisi cras non velit nec nisi,70
57,1/8/2021,459.33,10,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,36
58,6/28/2021,1003.87,3,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,23
59,2/7/2021,1320.53,9,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,84
60,7/17/2021,352.39,7,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,54
61,2/22/2021,1396.86,9,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,60
62,6/13/2021,1251.03,3,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,19
63,6/10/2021,1067.74,4,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,20
64,10/16/2021,1044.63,5,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,41
65,10/12/2021,1043.02,1,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,78
66,6/24/2021,293.23,2,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,45
67,4/28/2021,1729.05,2,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,60
68,2/7/2021,1129.61,9,eu massa donec dapibus duis at velit eu est congue elementum in hac,66
69,3/18/2021,600.77,9,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,11
70,2/28/2021,229.29,8,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,20
71,4/18/2021,1729.34,9,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,18
72,8/8/2021,421.58,5,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,19
73,8/4/2021,256.17,3,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,49
74,6/21/2021,1781.4,7,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,54
75,7/19/2021,926.36,8,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,66
76,4/11/2021,983.62,8,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,27
77,10/15/2021,1973.75,7,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,12
78,6/14/2021,1106.07,10,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,58
79,6/5/2021,274.13,4,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,88
80,1/1/2021,736.52,2,volutpat quam pede lobortis ligula sit amet eleifend pede libero,25
81,3/17/2021,845.4,7,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,75
82,5/24/2021,124.62,8,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,60
83,9/4/2021,337.24,8,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,36
84,7/11/2021,1080.22,5,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,70
85,5/23/2021,214.67,9,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,81
86,1/31/2021,429.54,7,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,36
87,5/22/2021,645.58,8,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,40
88,4/28/2021,1772.49,10,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,50
89,8/20/2021,1175.67,4,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,12
90,8/9/2021,1191.29,2,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,83
91,1/20/2021,1400.27,6,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,63
92,9/5/2021,1664.7,5,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,19
93,5/17/2021,440.09,7,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,67
94,10/15/2021,1852.76,1,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,27
95,8/4/2021,672.85,10,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,36
96,1/6/2021,9.41,3,pellentesque volutpat dui maecenas tristique est et tempus semper est,28
97,3/14/2021,1025.43,10,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,24
98,8/7/2021,1037.53,2,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,50
99,1/2/2021,1135.71,7,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,64
100,5/23/2021,1537.04,5,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,40
101,3/7/2021,1131.2,3,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,81
102,10/15/2021,933.51,10,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,63
103,5/3/2021,1298.37,3,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,65
104,1/23/2021,519.09,5,a odio in hac habitasse platea dictumst maecenas ut massa,76
105,1/14/2021,1316.47,8,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,81
106,6/26/2021,498.78,10,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,56
107,4/14/2021,506.13,7,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,90
108,1/19/2021,742.13,3,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,46
109,6/30/2021,506.83,9,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,97
110,3/31/2021,1347.04,8,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,72
111,4/25/2021,1385.01,6,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,54
112,6/12/2021,384.17,2,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,49
113,5/12/2021,901.67,6,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,91
114,2/11/2021,633.8,10,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,50
115,1/26/2021,1777.9,1,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,88
116,7/1/2021,1707.24,4,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,39
117,4/1/2021,903.82,10,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,45
118,4/20/2021,1463.41,2,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,70
119,1/15/2021,853.9,3,integer non velit donec diam neque vestibulum eget vulputate ut,14
120,4/1/2021,1109.78,2,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,67
121,1/26/2021,33.04,2,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,55
122,3/25/2021,509.44,1,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,47
123,10/9/2021,1955.63,8,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,50
124,2/26/2021,1866.47,8,sit amet lobortis sapien sapien non mi integer ac neque duis,24
125,7/7/2021,551.47,6,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,80
126,7/28/2021,302.97,5,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,31
127,6/3/2021,262.76,4,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,64
128,3/7/2021,1322.19,9,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,57
129,10/11/2021,1612.52,2,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,33
130,8/3/2021,1151.83,10,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,78
131,6/13/2021,116.86,9,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,13
132,6/7/2021,1623.85,1,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,12
133,5/5/2021,569.31,8,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,14
134,1/17/2021,945.1,1,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,45
135,10/9/2021,1014.83,6,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,85
136,8/27/2021,1101.94,3,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,13
137,7/9/2021,1860.41,2,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,57
138,9/11/2021,40.17,8,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,47
139,8/10/2021,419.04,2,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,86
140,7/23/2021,109.67,1,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,30
141,6/11/2021,1086.96,3,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,10
142,1/24/2021,988.91,5,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,52
143,2/10/2021,896.32,5,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,92
144,4/3/2021,709.61,9,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,52
145,6/30/2021,1340.46,7,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,59
146,4/26/2021,903.77,3,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,61
147,8/17/2021,1299.02,1,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,76
148,6/17/2021,1758.4,5,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,19
149,4/15/2021,1231.34,6,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,85
150,7/10/2021,1872.84,2,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,89
151,5/5/2021,953.48,5,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,60
152,1/29/2021,1502.82,10,sapien non mi integer ac neque duis bibendum morbi non quam nec,65
153,4/13/2021,1779.73,3,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,79
154,6/20/2021,173.2,3,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,43
155,3/30/2021,127.59,1,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,26
156,1/6/2021,545.87,5,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,80
157,1/23/2021,1692.57,4,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,90
158,9/13/2021,140.49,3,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,51
159,6/16/2021,1141.83,8,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,58
160,5/4/2021,1254.89,8,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,23
161,4/29/2021,545.54,2,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,99
162,7/26/2021,483.96,9,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,34
163,4/12/2021,77.6,6,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,46
164,7/30/2021,1854.34,6,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,44
165,4/19/2021,1894.63,6,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,100
166,5/2/2021,96.45,9,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,89
167,5/19/2021,299.73,4,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,50
168,6/6/2021,1084.31,5,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,18
169,2/14/2021,1149.77,7,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,21
170,7/22/2021,367.32,3,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,48
171,3/9/2021,43.6,6,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,51
172,5/6/2021,1381.24,1,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,61
173,7/10/2021,318.51,3,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,80
174,7/25/2021,1746.78,4,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,28
175,8/21/2021,1189.94,2,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,73
176,1/29/2021,1086.58,7,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,92
177,1/17/2021,1301.82,3,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,57
178,8/1/2021,1373.01,3,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,34
179,1/19/2021,1013.19,10,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,29
180,6/23/2021,1411.84,5,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,73
181,8/9/2021,1023.68,8,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,41
182,8/21/2021,1912.44,1,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,46
183,10/17/2021,159.51,5,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,10
184,9/22/2021,418.99,4,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,20
185,8/31/2021,1322.21,9,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,46
186,8/16/2021,331.44,3,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,17
187,6/21/2021,25.58,4,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,14
188,4/27/2021,471.92,5,sit amet eros suspendisse accumsan tortor quis turpis sed ante,22
189,3/30/2021,1558.7,7,nulla pede ullamcorper augue a suscipit nulla elit ac nulla,42
190,2/18/2021,503.95,6,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,66
191,4/20/2021,743.83,10,iaculis diam erat fermentum justo nec condimentum neque sapien placerat,44
192,8/8/2021,299.02,1,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,16
193,8/10/2021,1982.04,1,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,83
194,8/8/2021,1821.59,6,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,84
195,7/29/2021,522.85,1,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,82
196,7/29/2021,1437.99,4,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,98
197,4/4/2021,253.72,10,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,29
198,3/26/2021,1225.23,6,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,78
199,2/7/2021,658.59,6,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,89
200,4/6/2021,1608.87,2,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,96
201,1/20/2021,1719.75,7,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,73
202,2/5/2021,1171.58,5,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,58
203,4/15/2021,972.7,1,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,85
204,4/27/2021,9.95,10,turpis donec posuere metus vitae ipsum aliquam non mauris morbi,34
205,2/17/2021,1609.65,8,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,56
206,7/30/2021,355.02,8,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,86
207,5/6/2021,388.22,10,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,95
208,10/4/2021,1132.11,6,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,21
209,3/28/2021,1838.06,2,integer aliquet massa id lobortis convallis tortor risus dapibus augue,74
210,8/16/2021,296.12,4,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,51
211,7/5/2021,1478.4,2,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,84
212,8/1/2021,1211.82,9,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,21
213,1/12/2021,1215.2,5,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,81
214,10/13/2021,228.63,7,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,71
215,3/1/2021,350.57,5,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,86
216,7/30/2021,1263.0,9,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,23
217,10/9/2021,179.13,5,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,55
218,7/7/2021,1994.74,5,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,53
219,8/5/2021,651.22,7,nunc rhoncus dui vel sem sed sagittis nam congue risus semper,68
220,10/7/2021,1075.95,3,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,80
221,5/2/2021,369.84,4,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,45
222,1/20/2021,1608.19,8,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,56
223,6/29/2021,747.28,6,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,47
224,2/18/2021,1460.35,3,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,12
225,7/14/2021,1575.13,2,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,34
226,2/1/2021,1330.06,3,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,12
227,6/30/2021,622.13,6,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,33
228,8/23/2021,1038.21,5,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,49
229,8/16/2021,633.09,8,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,75
230,5/17/2021,1734.16,3,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,85
